Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Extra,Stav,Zdroj,Spárováno,Odkaz na auto
Omoda 5 1.6 T-GDI,659000,1,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,FACELIFT,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,649000,,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,FACELIFT,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,649000,,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Premium,,FACELIFT,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,599000,15,2026,Benzín,1.6,,,108,Automatická,,,,Ne,Hatchback,Premium,,T A T,Nové,Sauto.cz,Ano,
Omoda 5 1.6 T-GDI,690000,13,2026,Benzín,1.5,T-GDI,,105,Automatická,,,,Ne,Hatchback,Premium,,SHS-H DHT,Předváděcí,Sauto.cz,Ano,
Opel Astra Hatchback 1.2 Turbo,625640,,2026,Benzín,1.2,,HEV,107,Automatická,,,,Ne,Hatchback,,,Edition Mild-Hybrid Automat,Nové,Sauto.cz,Ano,
Opel Astra Hatchback 1.2 Turbo,634990,,2026,Benzín,1.2,,HEV,100,Automatická,,,,Ne,Hatchback,,,GS Line hybrid automat + ZP,Nové,Sauto.cz,Ano,
Opel Astra Hatchback 1.2 Turbo,679900,5000,2026,Benzín,1.2,Turbo,HEV,107,Automatická,,,,Ne,Hatchback,,,Hybrid (145k) eDCT6,Předváděcí,Sauto.cz,Ano,
Opel Astra Sports Tourer 1.2 Turbo (Kombi),655990,6000,2025,Benzín,1.2,,HEV,107,Automatická,,,,Ne,Kombi,,,ST EDITION HYBRID,Předváděcí,Sauto.cz,Ano,
Opel Astra Sports Tourer 1.2 Turbo (Kombi),641365,,2026,Benzín,1.2,,HEV,107,Automatická,,,,Ne,Kombi,,,ST Edition Mild-Hybrid Automat,Nové,Sauto.cz,Ano,
Opel Astra Sports Tourer 1.2 Turbo (Kombi),649900,500,2026,Benzín,1.2,Turbo,HEV,107,Automatická,,,,Ne,Kombi,,,ST Hybrid (145k),Předváděcí,Sauto.cz,Ano,
Opel Astra Hatchback 1.2 Turbo,641990,7,2026,Benzín,1.2,Turbo,HEV,107,Automatická,,,,Ne,Hatchback,,,HYBRID EDITION,Nové,Sauto.cz,Ano,
Opel Astra Sports Tourer 1.2 Turbo (Kombi),619989,500,2026,Benzín,1.2,Turbo,HEV,107,Automatická,,,,Ne,Kombi,,,Edition ST Hybrid (1,Předváděcí,Sauto.cz,Ano,
Opel Astra Sports Tourer 1.2 Turbo (Kombi),649000,500,2026,Benzín,1.2,,,107,Automatická,,,,Ne,Kombi,,,ST Edit. Mild-h AT6,Předváděcí,Sauto.cz,Ano,
Opel Astra Sports Tourer 1.2 Turbo (Kombi),559083,23408,2025,Benzín,1.2,,HEV,107,Automatická,,,,Ne,Kombi,,,ST GS Mild-hybrid Automat,Předváděcí,Sauto.cz,Ano,
Opel Astra Sports Tourer 1.2 Turbo (Kombi),634471,4022,2026,Benzín,1.2,,HEV,107,Automatická,,,,Ne,Kombi,,,ST Edition Mild-Hybrid Automat,Předváděcí,Sauto.cz,Ano,
Opel Astra Sports Tourer 1.2 Turbo (Kombi),666481,6055,2026,Benzín,1.2,Turbo,HEV,107,Automatická,,,,Ne,Kombi,,,ST GS Hybrid AT,Předváděcí,Sauto.cz,Ano,
Opel Astra Sports Tourer 1.2 Turbo (Kombi),329999,29149,2022,Benzín,1.2,Turbo,,107,Manuální,,,,Ne,Kombi,Elegance,,ST CZ,Ojeté,Sauto.cz,Ano,
Opel Frontera Hybrid (Kompaktní),599900,20,2026,Benzín,1.2,Turbo,HEV,107,Automatická,,,,Ne,SUV,,,GS Mild-Hybrid,Předváděcí,Sauto.cz,Ano,
Opel Frontera Hybrid (Kompaktní),560000,2000,2025,Benzín,1.2,Turbo,,107,Automatická,,,,Ne,SUV,,,Edition Mild-h,Předváděcí,Sauto.cz,Ano,
Opel Frontera Hybrid (Kompaktní),645065,,2026,Benzín,1.2,,HEV,107,Automatická,,,,Ne,SUV,,,GS Mild-Hybrid + ZP,Nové,Sauto.cz,Ano,
Opel Frontera Hybrid (Kompaktní),539900,3355,2025,Benzín,1.2,Turbo,,107,Automatická,,,,Ne,SUV,,,"GS 145ps,zimní paket",Ojeté,Sauto.cz,Ano,
Opel Frontera Hybrid (Kompaktní),584000,,2026,Benzín,1.2,Turbo,HEV,107,Automatická,,,,Ne,SUV,,,Edition hybrid 145k,Nové,Sauto.cz,Ano,
Opel Frontera Hybrid (Kompaktní),624990,5,2025,Benzín,1.2,Turbo,HEV,107,Automatická,,,,Ne,SUV,,,GS Hybrid,Nové,Sauto.cz,Ano,
Opel Frontera Hybrid (Kompaktní),649900,,2026,Benzín,1.2,Turbo,,107,Automatická,,,,Ne,SUV,,,GS AT6,Nové,Sauto.cz,Ano,
Opel Grandland X 1.2 Turbo,552859,96946,2023,Benzín,1.6,,,147,Automatická,,,,Ano,SUV,,,,Ojeté,Sauto.cz,Ano,
Opel Grandland X 1.2 Turbo,679990,,2026,Benzín,1.2,,HEV,107,Automatická,,,,Ne,SUV,,,Edition Mild-Hybrid Automat,Nové,Sauto.cz,Ano,
Opel Insignia Sports Tourer 2.0 CDTI,499000,63493,2021,Nafta,2.0,CDTi,,128,Automatická,,,,Ne,Kombi,,,,Ojeté,Sauto.cz,Ano,
Opel Insignia Sports Tourer 2.0 CDTI,400000,97551,2022,Nafta,2.0,CDTi,,128,Automatická,,,,Ne,Kombi,,,"Automat, Kůže, Navi",Ojeté,Sauto.cz,Ano,
Opel Insignia Sports Tourer 2.0 CDTI,433000,72093,2021,Benzín,2.0,Turbo,,125,Automatická,,,,Ne,Kombi,Elegance,,i AT9,Ojeté,Sauto.cz,Ano,
Opel Insignia Sports Tourer 2.0 CDTI,649000,25103,2022,Benzín,2.0,,,169,Automatická,,,,Ano,Kombi,,,GSi Sports Tourer F SHT &,Ojeté,Sauto.cz,Ano,
Opel Insignia Grand Sport 2.0 CDTI,449000,87523,2021,Nafta,2.0,CDTi,,128,Automatická,,,,Ne,Liftback,,,Grand Sport DPH,Ojeté,Sauto.cz,Ano,
Opel Insignia Sports Tourer 2.0 CDTI,370000,97920,2021,Nafta,2.0,CDTi,,128,Automatická,,,,Ne,Kombi,,,"NOVÁ CENA, Automat",Ojeté,Sauto.cz,Ano,
Opel Insignia Grand Sport 2.0 CDTI,330000,93386,2022,Nafta,2.0,CDTi,,128,Manuální,,,,Ne,Liftback,,,Serv.kniha,Ojeté,Sauto.cz,Ano,
Opel Insignia Grand Sport 2.0 CDTI,579900,80000,2022,,2.0,,,,,,,,Ano,,,,GSI t ČR FACELIFT,,Sauto.cz,Ano,
Opel Insignia Grand Sport 2.0 CDTI,414990,78765,2022,Nafta,2.0,,,128,Manuální,,,,Ne,Liftback,,,Grand Sport,Ojeté,Sauto.cz,Ano,
Opel Mokka 1.2 Turbo,439990,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition 136k + ZP,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,490181,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition 136k + ZP,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,524990,500,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,"Edition , MT6",Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,659900,11000,2025,Benzín,1.2,Turbo,,100,Automatická,,,,Ne,SUV,,,GS () AT8,Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2,535990,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,GS T ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,580642,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k GS Line MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,580640,,2025,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k GS MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,517440,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k GS MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,488990,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,EDITION +VÝHŘEV,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,466990,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,EDITION +VÝHŘEV,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,547990,3,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,136k GS,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,511990,1000,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,136k Edition,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,526990,1000,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,136k Edition,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,523990,3,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,136k Edition,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,507990,3,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,136k Edition,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,473900,3288,2025,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,EDITION T MT6,Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2,492990,,2025,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,EDITION T MT6 + ZP,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,469900,20,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT MT6,Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,449000,1,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,464990,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,469990,5,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,499990,5,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,500292,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,469900,2500,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,EDITION +VÝHŘEV,Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,479900,1500,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,EDITION +VÝHŘEV,Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,492590,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,NEW Edition 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,504990,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,NEW GS 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,475990,5,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,"Edition , MT6",Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,489900,7000,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,EDITION () MT6,Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,494000,15,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,444900,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,469990,1,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,Edition HIT 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,439990,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,Edition HIT 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,517440,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k GS MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,484989,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,EDITION +VÝHŘEV,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,467990,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,EDITION + černá střecha,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,487016,4820,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition 136k MT6,Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,461990,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,HIT 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,522990,1,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,NEW Edition 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,439990,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,HIT 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,514990,5,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,Edition 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,502990,5,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,Edition 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,545990,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,NEW GS 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,435990,16600,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition ( 136k),Ojeté,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,435990,16100,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition ( 136k),Ojeté,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,449989,18100,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition ( 136k),Ojeté,Sauto.cz,Ne,
Opel Mokka 1.2,510010,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,499480,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,439900,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,460000,2000,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition MT6,Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,475000,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,476990,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,HIT T ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,476990,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,HIT T ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,517440,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k GS MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,517440,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k GS MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,476990,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,HIT T ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,449989,5,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,534990,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,GS T ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,469990,500,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,HIT 136k MT6,Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,451990,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,Edition HIT 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,439990,12000,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,Edition ( 136k),Ojeté,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,516990,,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,GS MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,439990,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,HIT 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,504990,,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,504990,,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,488990,,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT () MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,521890,5,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,MT GS,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,461890,5,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,MT HIT,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,488890,5,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,MT HIT,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,500890,5,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,MT HIT,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,481890,5,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,MT HIT,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,449989,5,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,449989,5,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,461990,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,HIT 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,524990,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,GS T ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,460000,8038,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,Ano,"Edition, Záruka",Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,488990,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT () MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,494990,,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,476990,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,EDITION,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,475000,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,465000,25,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,EDITION,Ojeté,Sauto.cz,Ne,
Opel Mokka 1.2,530130,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,475870,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,519600,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,490450,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,529900,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,GS 136 k MAN6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,549170,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k GS MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,449989,5,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,400000,22662,2023,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,"Serv.kniha, Navi",Ojeté,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,522990,3,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,136k GS,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,499990,,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,136k Edition,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,531990,,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,136k Edition,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,490450,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,476989,5,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT ( 136k) MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,480000,4546,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,Ano,"Záruka, Serv.kniha",Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2,399900,23610,2023,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,Elegance,,"T,Manuál",Ojeté,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,469900,2000,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT EDITION,Předváděcí,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,484990,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,EDITION +VÝHŘEV,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,481990,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,Edition HIT 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,451990,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,Edition HIT 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,451990,1,2025,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,Edition HIT 136k MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,482990,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,EDITION +VÝHŘEV,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,466990,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,EDITION +VÝHŘEV,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,486490,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT () MT-6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2,478290,,2026,Benzín,1.2,,,100,Manuální,,,,Ne,SUV,,,T 136k Edition MT6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,485990,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT () MT-6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,485990,,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,HIT () MT-6,Nové,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,424900,31429,2024,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,"ULTIMATE,MAN6",Ojeté,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,429900,22258,2024,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,SUV,,,"ULTIMATE,MAN6",Ojeté,Sauto.cz,Ne,
Opel Mokka 1.2 Turbo,491990,5,2026,Benzín,1.2,Turbo,,100,Manuální,,,,Ne,CUV,,,Edition 136k MT6,Nové,Sauto.cz,Ne,
Opel Vivaro 2.0 CDTi,530000,82219,2022,Nafta,2.0,CDTi,,106,Manuální,,,,Ne,MPV,,,"Combi, M",Ojeté,Sauto.cz,Ne,
Opel Vivaro 2.0,659000,74999,2022,Nafta,2.0,,,106,Manuální,,,,Ne,Hatchback,Life,,*d**CZ*1-MAJ*DPH*,Ojeté,Sauto.cz,Ne,
Opel Zafira 2.0 CDTi,725000,56550,2022,Nafta,2.0,CDTi,,106,Manuální,,,,Ne,MPV,,,"LONG,ZÁRUKA,ČR,DPH",Ojeté,Sauto.cz,Ne,
Opel Zafira 2.0 CDTi,699990,83260,2022,Nafta,2.0,CDTi,,106,Manuální,,,,Ne,Hatchback,Life,,6MT ()(verz,Ojeté,Sauto.cz,Ne,
Opel Zafira 2.0,649000,77000,2022,Nafta,2.0,,,106,Manuální,,,,Ne,Hatchback,,,L1H1 Manuál 8 Míst,Ojeté,Sauto.cz,Ne,
Opel Zafira 2.0 CDTi,699000,52100,2022,Nafta,2.0,CDTi,,106,Manuální,,,,Ne,MPV,,,L2H1 Edition MT,Ojeté,Sauto.cz,Ne,
Opel Zafira 2.0,659000,74999,2022,Nafta,2.0,,,106,Manuální,,,,Ne,Hatchback,Life,,*d**CZ*1-MAJ*DPH*,Ojeté,Sauto.cz,Ne,
Opel Zafira 2.0,729000,88700,2021,Nafta,2.0,,PHEV,130,Automatická,,,,Ne,MPV,,,OPEL ZAFIRA LIVE,Ojeté,Sauto.cz,Ne,
Ostatní GWM HAVAL Jolion Pro H6 1.5,644930,10,2026,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Nové,Sauto.cz,Ne,
Ostatní Jaecoo 5 ICE TGI 7AT Exclu 1.6,649900,2,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,,,,Nové,Sauto.cz,Ne,
Peugeot 2008 1.2 PureTech,614000,,2026,Benzín,1.2,,HEV,107,Automatická,,,,Ne,SUV,Allure,,Hybrid 145 e-DCS6,Nové,Sauto.cz,Ano,
