Typ,Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Tepelné čerpadlo,Spárováno,Skóre shody,Extra,Stav,Zdroj,Odkaz na auto
Spalovací,Škoda Octavia Liftback 1.5 TSI,674000,22995,2025,Benzín,1.5,TSI,PHEV,110,Manuální,,,,Ne,Liftback,Exclusive,,,Ano,6,Selecti,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210530825
Spalovací,Škoda Octavia Combi 1.5 TSI,569000,53975,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Style,,,Ano,,Plus combi,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210533087
Spalovací,Škoda Octavia Liftback 1.5 TSI,740000,23897,2025,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Liftback,Top Selection,,,Ano,1,,Předváděcí,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210534908
Spalovací,Škoda Octavia Combi 1.5 TSI,699000,17997,2025,Benzín,1.5,,,110,Automatická,Ano,,,Ne,Kombi,Top Selection,,,Nejisté,5,M-HEV 110,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210535106
Spalovací,Škoda Octavia Combi 1.5 TSI,739900,14570,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Kombi,Top Selection,,,Nejisté,7,M-HEV,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210535424
Spalovací,Škoda Octavia Combi iV (PHEV),588000,41940,2024,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Style,,,Ano,2,Combi,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210535547
Spalovací,Škoda Octavia Liftback 1.5 TSI,588000,11234,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Selection,,,Ano,7,6MP,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210535670
Spalovací,Škoda Octavia Combi 1.5 TSI,666000,47089,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Kombi,Top Selection,,,Nejisté,7,COMBI M-,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210537416
Spalovací,Škoda Octavia Liftback 1.5 TSI,668000,18875,2025,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Liftback,Top Selection,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210537596
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,699900,18730,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Sedan/limuzína,Sportline,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210538157
Spalovací,Škoda Octavia Combi 1.5 TSI,359000,87000,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,,,,Nejisté,7,Škoda Octavia Combi,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210539648
Spalovací,Škoda Octavia Combi 1.5 TSI,635250,16918,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210539942
Spalovací,Škoda Octavia Combi 1.5 TSI,719900,17021,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Kombi,Top Selection,,,Nejisté,7,M-HEV,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210540005
Spalovací,Škoda Octavia Combi iV (PHEV),661000,64899,2023,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ano,Kombi,,,,Ano,,RS Combi,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210540533
Spalovací,Škoda Octavia Combi iV (PHEV),740000,55398,2025,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Sportline,,,Ano,2,Co,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210540707
Spalovací,Škoda Octavia Combi 1.5 TSI,469000,60686,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Style,,,Nejisté,7,Combi,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210540959
Spalovací,Škoda Octavia Liftback 1.5 TSI,589000,40690,2023,Benzín,1.5,TSI,MHEV,110,Automatická,Ano,,,Ne,Liftback,Style,,,Ano,6,E-Tec,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210542303
Spalovací,Škoda Octavia Combi 1.5 TSI,709000,15561,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Kombi,Top Selection,,,Ano,,COMBI M-,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210542570
Spalovací,Škoda Octavia Combi 1.5 TSI,729900,13733,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Kombi,Top Selection,,,Nejisté,7,M-HEV,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210542720
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,749000,19210,2025,Benzín,1.5,,,110,Automatická,,,,Ne,Sedan/limuzína,Selection,,,Ano,2,M-HEV TS 110 A7F,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210542843
Spalovací,Škoda Octavia Liftback 1.5 TSI,647900,60277,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Liftback,Sportline,,,Ano,7,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210544979
Spalovací,Škoda Octavia Combi iV (PHEV),649000,42068,2024,Nafta,2.0,TDI,PHEV,110,Automatická,Ano,,,Ne,Liftback,Style,,,Ano,1,110,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210545021
Spalovací,Škoda Octavia Combi iV (PHEV),533000,77442,2022,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Style,,,Ano,,Combi,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210546089
Spalovací,Škoda Octavia Liftback 1.5 TSI,444990,95000,2023,Benzín,1.5,TSI,PHEV,110,Manuální,,,,Ne,Liftback,,,,Ano,,IV.(LB)()AmbitExtra,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210546494
Spalovací,Škoda Octavia Liftback 1.5 TSI,599000,21034,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Selection,,,Ano,7,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210547673
Spalovací,Škoda Octavia Liftback 1.5 TSI,735680,23907,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Liftback,TOP,,,Ano,7,Selectio,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210548009
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,639000,19954,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Sedan/limuzína,Selection,,,Ano,4,M6F,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210549959
Spalovací,Škoda Octavia Liftback 1.5 TSI,653400,12146,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Top Selection,,,Ano,7,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210550007
Spalovací,Škoda Octavia Combi iV (PHEV),740000,54869,2024,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Sportline,,,Ano,2,Co,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210550361
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,699000,91192,2023,Benzín,2.0,TSI,,180,Automatická,Ano,,,Ne,Sedan/limuzína,,,,Ano,1,RS,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210550637
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,429000,51216,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Sedan/limuzína,Style,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210551057
Spalovací,Škoda Octavia Combi iV (PHEV),435000,50014,2021,Nafta,2.0,TDI,,110,Manuální,,,,Ne,Kombi,Style,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210551588
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,689000,15711,2025,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Sedan/limuzína,Top Selection,,,Nejisté,-2,DS,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210552152
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,479000,97046,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Sedan/limuzína,Style,,,Nejisté,-2,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210552203
Spalovací,Škoda Octavia Combi 1.5 TSI,489000,90105,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Style,,,Nejisté,7,Combi .,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210552389
Spalovací,Škoda Octavia Combi iV (PHEV),695000,63285,2025,Nafta,2.0,TDI,,110,Automatická,,,,Ano,Kombi,,,,Ano,2,FRESH 2. MATRIX,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210552488
Spalovací,Škoda Octavia Combi iV (PHEV),568000,14957,2023,Nafta,2.0,TDI,,110,Manuální,,,,Ne,Kombi,,,,Ano,2,*REZERVACE*,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210552506
Spalovací,Škoda Octavia Combi 1.5 TSI,420000,74238,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Ambition,,,Ano,,Combi Plus,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210554123
Spalovací,Škoda Octavia Combi 1.5 TSI,639000,56239,2023,Benzín,1.4,TSI,PHEV,150,Automatická,Ano,,,Ne,Kombi,Style,,,Ano,,iV Combi,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210556397
Spalovací,Škoda Octavia Liftback 1.5 TSI,649000,79000,2024,Nafta,2.0,TDI,,147,Automatická,,,,Ano,Liftback,,,,Ano,1,RS AUT,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210556421
Spalovací,Škoda Octavia Liftback 1.5 TSI,749900,6009,2025,Benzín,1.5,TSI,PHEV,110,Automatická,,,,Ne,Liftback,Exclusive,,,Ano,,M-HEV D,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210556904
Spalovací,Škoda Octavia Liftback 1.5 TSI,599000,39250,2023,Nafta,2.0,TDI,,110,Manuální,,,,Ne,Liftback,Style,,,Ano,1,Plus,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210557447
Spalovací,Škoda Octavia Liftback 1.5 TSI,440000,62571,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,,,,Ano,7,Serv.kniha,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210557675
Spalovací,Škoda Octavia Liftback 1.5 TSI,499000,92624,2021,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Liftback,,,,Ano,7,Octavia Sport-Line 110,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210559181
Spalovací,Škoda Octavia Combi 1.5 TSI,559000,45590,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Style,,,Ano,,Plus combi,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210559277
Spalovací,Škoda Octavia Combi 1.5 TSI,709900,17275,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Kombi,Top Selection,,,Nejisté,7,M-HEV,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210559334
Spalovací,Škoda Octavia Combi 1.5 TSI,429000,63065,2022,Benzín,1.5,TSI,MHEV,110,Automatická,,,,Ne,Kombi,,,,Ano,,"e-tec, Automat",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210559580
Spalovací,Škoda Octavia Combi 1.5 TSI,393000,92380,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Style,,,Ano,,Serv.kniha,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210559709
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,434000,43700,2023,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ano,Sedan/limuzína,,,,Ano,,RS,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210559820
Spalovací,Škoda Octavia Combi 1.5 TSI,673000,10245,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,TOP,,,Ano,,Combi Selecti,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210560354
Spalovací,Škoda Octavia Combi 1.5 TSI,428000,36900,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,,,,Nejisté,7,"ČR,LED,TZ",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210560504
Spalovací,Škoda Octavia 4 Lim. Style 1.5 TSI,668000,82392,2023,Benzín,2.0,TSI,,140,Automatická,,,,Ano,Sedan/limuzína,Sportline,,,Ano,1,*DCC**ČR,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210561404
Spalovací,Škoda Octavia Combi iV (PHEV),729900,61102,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ano,Kombi,Scout,,,Ano,2,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210561635
Spalovací,Škoda Octavia Combi 1.5 TSI,435000,45000,2024,Benzín,1.5,,,110,Automatická,,,,Ne,Kombi,,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210561980
Spalovací,Škoda Octavia Combi iV (PHEV),420000,57948,2021,Nafta,2.0,TDI,,110,Manuální,,,,Ne,Kombi,Style,,,Ano,2,"ČR,1.maj",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210562652
Spalovací,Škoda Octavia Liftback 1.5 TSI,640000,79483,2022,Nafta,2.0,TDI,,147,Automatická,,,,Ne,Liftback,,,,Ano,,"RS , Automat, ČR,1.maj",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/octavia/210563036
Spalovací,Škoda Scala 1.0 TSI,646500,,2021,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/182403536
Spalovací,Škoda Scala 1.0 TSI,594000,25441,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/205326489
Spalovací,Škoda Scala 1.0 TSI,529990,6052,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/206415240
Spalovací,Škoda Scala 1.0 TSI,519000,5720,2022,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,,Ano,,automat,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/206896761
Spalovací,Škoda Scala 1.0 TSI,479990,30356,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/207626047
Spalovací,Škoda Scala 1.0 TSI,529000,22309,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/207797635
Spalovací,Škoda Scala 1.0 TSI,499000,25000,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208029914
Spalovací,Škoda Scala 1.0 TSI,580800,19108,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,,Ano,,7° Monte Ca,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208189688
Spalovací,Škoda Scala 1.0 TSI,649000,18631,2024,Benzín,1.5,,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,,Ano,,TS 110 A7F,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208270469
Spalovací,Škoda Scala 1.0 TSI,518500,44630,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208282322
Spalovací,Škoda Scala 1.0 TSI,699900,6950,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,,Ano,,A7,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208322903
Spalovací,Škoda Scala 1.0 TSI,499990,17153,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208478453
Spalovací,Škoda Scala 1.0 TSI,449990,18095,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208518335
Spalovací,Škoda Scala 1.0 TSI,534000,27500,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208521515
Spalovací,Škoda Scala 1.0 TSI,339000,99970,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Style,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208701485
Spalovací,Škoda Scala 1.0 TSI,399900,88800,2021,Benzín,1.5,TSI,,110,,,,,Ne,Hatchback,Ambition,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208741016
Spalovací,Škoda Scala 1.0 TSI,579000,13727,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,,Ano,,SCALA SELEC 110 A7F,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208805238
Spalovací,Škoda Scala 1.0 TSI,349999,99944,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ano,1,1.MAJ. ČR,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208821708
Spalovací,Škoda Scala 1.0 TSI,579000,13631,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,TOP,,,Ano,,SELEC 110 A7F,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208852446
Spalovací,Škoda Scala 1.0 TSI,579000,15861,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,TOP,,,Ano,,SELEC 110 A7F,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208858308
Spalovací,Škoda Scala 1.0 TSI,489000,19476,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Selection,,,Ano,,| | | M,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208900443
Spalovací,Škoda Scala 1.0 TSI,579000,17010,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,,Ano,,SELEC 110 A7F,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208932588
Spalovací,Škoda Scala 1.0 TSI,579000,13937,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,,Ano,,SELEC 110 A7F,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/208932591
Spalovací,Škoda Scala 1.0 TSI,499000,20939,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ano,,Plus Ta,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209037354
Spalovací,Škoda Scala 1.0 TSI,499000,15181,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209123307
Spalovací,Škoda Scala 1.0 TSI,549000,5258,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209125248
Spalovací,Škoda Scala 1.0 TSI,630476,5,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,,Ano,,130 let,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209170146
Spalovací,Škoda Scala 1.0 TSI,539900,21200,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209195448
Spalovací,Škoda Scala 1.0 TSI,519900,13420,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209227896
Spalovací,Škoda Scala 1.0 TSI,549900,18053,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Style,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209277684
Spalovací,Škoda Scala 1.0 TSI,515000,23958,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,,Ano,,SCALA 11,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209303610
Spalovací,Škoda Scala 1.0 TSI,439000,79200,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ano,,DPH,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209309955
Spalovací,Škoda Scala 1.0 TSI,539000,11231,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,,Ano,,7° Fresh,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209311008
Spalovací,Škoda Scala 1.0 TSI,539900,20700,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,TOP,,,Ano,,Select,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209321367
Spalovací,Škoda Scala 1.0 TSI,559000,23102,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209395602
Spalovací,Škoda Scala 1.0 TSI,448900,50061,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209407014
Spalovací,Škoda Scala 1.0 TSI,409000,23122,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209415657
Spalovací,Škoda Scala 1.0 TSI,539900,26171,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,,Ano,,FIRST EDITION D,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209425494
Spalovací,Škoda Scala 1.0 TSI,554900,24393,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,,Ano,,MonteCarlo+MATRIX,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209427066
Spalovací,Škoda Scala 1.0 TSI,449990,95300,2021,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,,Ano,1,Plus,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209451603
Spalovací,Škoda Scala 1.0 TSI,519900,14179,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209477238
Spalovací,Škoda Scala 1.0 TSI,579900,29,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209479134
Spalovací,Škoda Scala 1.0 TSI,575000,16683,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ano,,M6F,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209502885
Spalovací,Škoda Scala 1.0 TSI,349900,50272,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209515902
Spalovací,Škoda Scala 1.0 TSI,449990,81093,2021,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,,Ano,,Plus,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209526372
Spalovací,Škoda Scala 1.0 TSI,349000,94179,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,,Ano,,"1.maj.,ČR,STK 8",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209545092
Spalovací,Škoda Scala 1.0 TSI,509900,12227,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209562252
Spalovací,Škoda Scala 1.0 TSI,535900,12071,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209581191
Spalovací,Škoda Scala 1.0 TSI,388900,51817,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,,Ano,1,ČR,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209581197
Spalovací,Škoda Scala 1.0 TSI,499900,15313,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/skoda/scala/209606709
